"dep","deviance","lat_source","lon_source","mw"
15.5813613546356,870.235743178934,-36.9384886958369,140.020279525349,6.64344871796996
11.3685537609676,870.039905208108,-37.1223104526365,139.958990813092,6.58426902529455
6.06416852403112,869.332488892155,-36.9046842660352,139.965065377057,6.70737365012034
2.84442375954278,870.767738263159,-37.0717216854167,140.186995828781,6.66106407801705
11.7744845145021,874.973839795941,-36.9219741310986,139.842521532358,6.8675843305895
10.3769289920433,875.390032260652,-36.9370017016308,140.216580610022,6.75833527455518
3.38657446328404,868.391080049097,-37.0734680085934,139.801490893061,6.81906506955748
6.27543518761748,867.667635196114,-36.9275806162216,139.914033399478,6.68176701721641
6.02736999436217,868.900379967557,-37.1589895972447,139.840993494208,6.66076497418254
2.4276147678539,865.603991141032,-36.9988411467755,139.834892507889,6.72753535326212
3.2559237136634,866.473824934007,-37.0473754141722,139.901082835668,6.57911396226178
1.45724927018817,865.744256724539,-37.0784248090871,139.831750710865,6.7160755133827
15.9382923587268,872.205468959101,-37.0779660064525,139.87240870116,6.83063622018956
3.62026371058397,866.332154545369,-37.0332715384378,139.956743503295,6.6814416569881
1.76407451106504,870.163860227847,-36.9942633330838,140.136989802366,6.65963716125128
9.88943630394235,875.424985360897,-36.7953225253322,139.981980365373,6.75570599727724
3.49546959746985,869.73398473551,-37.024429987574,139.719999255573,6.78872048204293
2.04902795381735,867.612127609352,-37.1424715717857,139.826777240471,6.71323469239025
11.9756921753996,868.24947599233,-37.0705766870589,139.877941912769,6.74252739960106
3.53875542558281,869.588723695643,-36.9653327828962,140.039615805829,6.57492982959986
7.6416861097893,871.152195925534,-36.8715846076601,139.850809430227,6.74788091052694
12.9654721791435,879.609758432206,-37.0216610874774,140.053047173471,6.37801054144062
4.58437887076204,866.226568697937,-37.0168572391239,139.822877512963,6.60494756542589
3.10594986819674,870.442611630608,-37.1019480268514,139.735376151771,6.59814043192581
5.49943154293353,866.493532858126,-37.1000981188455,139.836314346746,6.69205634525187
18.3420950858399,872.980802811219,-37.0452594083583,139.733819543475,6.69169657911574
3.0386375201331,867.930790721399,-37.1125729089642,139.767629562164,6.68004165024396
1.56706340333623,866.358296949548,-37.1030627000945,139.930206026217,6.67708465129045
13.5217609661543,869.425623939315,-37.0191385758502,140.027369623191,6.59813780977579
4.45925964215186,865.955912002235,-37.0678541468015,139.923638566116,6.66658622393778
10.1830491765798,868.514141372755,-37.0563672048242,139.785899136147,6.74776593453056
4.63512778061907,870.683655180793,-37.1769957043817,139.802699436761,6.78748775450474
8.35304920171238,866.361813216326,-37.0304742430014,139.854149391269,6.69495676188688
8.26483299387516,868.332479251942,-37.0030434458332,139.85853197994,6.55304521296271
3.72424139060383,867.333784731678,-37.0867600599611,139.76431566913,6.70281687915526
9.16517633173196,869.831412419963,-36.8827676817178,139.866182152016,6.62546982901806
16.6215958554151,871.319321932357,-36.9459200849053,140.069129157092,6.58645032512329
7.62555039614393,868.703048965722,-36.9540880047727,139.982738043701,6.71112468831467
2.27047165270562,871.075869978482,-36.9305390163442,140.127496392755,6.66592952048367
4.48489310235358,875.560368473087,-37.1661360979342,139.827317064302,6.92071583021022
5.72502815067095,874.719160097764,-37.0788538189746,140.178279634875,6.46403011599116
14.3704077252281,870.446355533167,-36.9637794806636,140.085890197228,6.66226563275573
1.55643035643752,866.216942229759,-37.0949391715783,139.826809842904,6.73582790722438
5.3300272240623,870.530073784356,-37.0681211993342,139.731119757125,6.82026667973937
4.10428337850001,868.561887676602,-37.0239175593444,139.772836441933,6.56638437511575
1.75683681662334,869.599482327613,-36.8641146031754,139.951157985858,6.64486797764242
19.2200385376586,873.175399480889,-36.9475900854607,140.105587213148,6.73187697062706
6.9368299392577,874.392977888907,-36.8523033213844,140.128764761103,6.49773383460015
9.49232177191789,868.139168850791,-37.1095588640335,139.824652925001,6.72109595447384
5.73498439547079,867.811888760244,-37.0898473138203,140.002429256074,6.7048929147744
16.259914469935,874.104961960618,-37.1061784808639,140.033903010283,6.82779135240477
10.5580774804248,871.0155119056,-36.9385488675643,139.857415355151,6.5260241338512
6.16978893036231,871.74858796242,-37.1154760044673,140.105711898111,6.5332027297785
10.2297678801605,867.835267053365,-37.1069125895126,139.870624535475,6.68162357067319
4.74381247703346,865.705400522489,-37.0735542148397,139.876672323171,6.68977610661069
10.3892725276061,868.777904053434,-37.1312823435736,139.877663639828,6.65008195571269
9.83988597872451,870.648241837382,-37.1854125757714,139.98130806993,6.6718208749843
12.5900393080634,869.012413943673,-36.983472802604,139.891151698723,6.5814130148754
14.2307945071077,871.374545012158,-37.0538710472278,140.108595599578,6.72987993664423
10.3727264986066,874.74985516642,-37.0210189906815,140.066423759104,6.84559766928224
1.47779860473206,866.93377188109,-37.0890924681033,139.769048359826,6.67765840743362
5.35459027160648,869.58095754088,-36.9081280802729,139.770325938809,6.65362452246975
6.26831602571137,869.223796082034,-37.1215865838431,140.064499870472,6.67030174209386
3.82309265842075,869.875028882926,-37.1532068322512,139.783627070511,6.63735986708203
6.02190169645736,873.235674635394,-36.8424225497611,139.752753688292,6.66430576551516
7.95675374703923,868.514271644558,-37.0350345337871,139.772996523628,6.60970406632198
3.96210178557812,871.247626913656,-37.1282425804815,139.701608983046,6.68443277219035
2.82424583238545,866.140847867467,-37.0536523001665,139.948759075688,6.63443988899435
3.34311555807021,865.452939866796,-37.0581372956845,139.870398897337,6.63361177669269
7.44774047550482,866.232210239241,-37.0187764840046,139.829455515867,6.67354943667328
1.9392882524905,866.255910462387,-37.0341589408468,139.788300527671,6.74436841778432
10.791658908616,868.628343388661,-37.1092142141196,139.989329107875,6.6664336528878
5.14015926880591,871.213904824578,-37.2210139794037,139.910014661884,6.6694753938324
8.0284652995025,869.769081891219,-37.1441469441533,139.813965460794,6.78235347139973
4.00411473761601,866.102136032307,-37.0384026056422,139.795172657188,6.72235240350424
9.60742302103996,870.111742995865,-37.0251158753314,139.720234040271,6.72897825613145
6.64903477790248,868.950491830562,-37.073638057427,139.933171255383,6.80038841465852
1.51404738762316,869.099744066727,-36.9915861721303,139.753192345604,6.5549096074881
11.6097183564759,869.408359991575,-37.021943255848,139.84746265252,6.79475224042156
6.50309244145975,867.729642863038,-37.0611117533234,139.783513093334,6.61949334439873
10.5657575832891,868.40611069998,-37.072558680405,139.79579107447,6.73338747844409
10.632270049898,869.757066788765,-37.13302741262,140.033152105484,6.6460702130122
15.7441424560689,875.012499227912,-36.926749622836,139.701709237825,6.76547947969698
2.71843163654942,865.115287463206,-37.0219148633865,139.88238550058,6.67686047065756
8.4412347094243,867.091567147063,-36.9763093372523,139.883837965929,6.61306847719089
11.8540571498716,869.7305181112,-37.0480790496706,140.049773399016,6.57798339070825
4.62112621350049,867.940078560839,-36.9446270526004,139.976121856849,6.65667312193756
15.8926486329461,872.14761661914,-37.0152025259722,139.72641957983,6.70431631997159
9.84042724478671,871.713107989101,-37.2104714504948,139.884942159009,6.75525086598966
4.2682890134033,866.990810565563,-37.067175507033,139.767205438403,6.68980436624243
11.5705321199045,870.220726137184,-36.9392989811923,140.059647108945,6.58656309088009
12.2902429830234,872.210699704262,-37.1181823031872,139.889496176813,6.53354014804579
9.35076771890532,866.975807874309,-37.0292867921192,139.821246693148,6.68491617908968
10.673218616778,868.277722555712,-37.0551404890898,139.830419547856,6.61044299113482
2.46576518526162,867.584482622629,-36.9866735100426,139.989622811597,6.66303959321952
5.60941292194556,867.769512150486,-37.0365645452306,140.006750039629,6.59649023602578
1.85864764935355,875.244899918229,-36.9435210987548,140.00606946975,6.84967252377927
4.95904661269607,867.187172527901,-36.9714288735259,139.875960420518,6.75372935759145
14.791741068853,873.918096222475,-37.2318949146116,139.912083678186,6.76674165358664
5.91547377741953,869.613123512286,-37.1440878009795,139.822855549982,6.79824137780787
13.051805977729,872.340454415093,-37.0791893974366,139.830812708394,6.85489514373553
8.61038287874889,868.339492488029,-37.0748389351216,139.962325848212,6.75349753493291
11.5025409475205,879.445881210563,-37.3312289509111,139.755672464102,6.7877853984924
9.70701791397005,871.976954229867,-37.2241178317418,139.915167989841,6.72414384259174
2.07681316627791,869.617753579028,-36.8934125622624,139.917365930457,6.54604487802199
9.96694490338278,871.081518462843,-36.9873013812441,139.973620136228,6.49932800636322
9.11759113755778,871.434198053474,-36.9084741806218,139.971665255297,6.77177654734628
9.35397911917134,867.073501257509,-37.0278991645934,139.928859131011,6.70513871755767
10.5475965279768,872.435073087659,-37.029094033159,140.231284750601,6.5739551142025
17.1994474451828,869.883595405466,-37.0711170013814,139.874778314575,6.66964129074717
15.9841587057007,870.164973540629,-36.9363160701197,139.990008401704,6.66360494435016
2.33189613705113,870.04724484627,-37.0094504791377,139.866132829838,6.47751043824596
13.5436122590376,869.142916297903,-36.9703397592176,139.82421399788,6.65525192282379
6.86727659157173,872.726804256381,-37.0022856084059,140.20417170867,6.51857255355767
12.2319586830734,870.851425542583,-37.0710932213612,139.785001960527,6.58846175195516
7.61532332821209,881.858685227159,-36.8127066228635,139.831571697957,6.90523119966915
6.10162316334329,866.017386270593,-37.0190869229502,139.886248665136,6.71219097045293
3.98134401343785,865.377664863877,-36.9981052491926,139.837175751856,6.66526652152284
5.55646102620194,866.596819045651,-36.9649389692113,139.856814974017,6.60954874502874
10.3336794987702,868.971080013652,-37.1129257490622,140.01255585799,6.64204229419266
7.6849355981035,868.256282679327,-37.1272034006841,139.976325444515,6.68369115499369
6.03091339847215,870.611096584286,-37.1794234831801,140.041477351274,6.68314832994247
7.54534984172364,867.090955860924,-37.0758223671117,139.83466086497,6.62525480293589
4.85569122260974,874.579365351514,-37.1435256973639,140.169902249266,6.50280879021104
10.400835905886,868.165388996535,-36.9806761568074,139.935333790367,6.72561447862887
12.1693104250426,870.850345437125,-36.9519319998305,139.913885217842,6.79228551354478
1.29798085271045,870.630442046707,-37.1934469253736,139.909100944969,6.52376192497806
10.3941936026407,869.402698338946,-37.0560357930741,139.974066613681,6.77428713532688
2.4101698744757,869.248342896566,-37.016466629581,140.106660464467,6.60832346054653
1.96544545499683,871.588257903119,-37.0685713028499,139.812339196796,6.89204069717412
7.01102341095104,866.091717364192,-37.026411885696,139.873811675046,6.63249516715917
3.40281337162744,865.627669578816,-37.0029106362412,139.818979098496,6.63344053740148
4.78199147116251,869.50704490465,-37.1808126468202,139.873214488311,6.74724105574856
8.57431066370501,867.408671110887,-36.9834211431155,139.850874309288,6.59998298241534
3.19368930396318,866.179667247558,-37.0869217282388,139.930480074284,6.65559336291453
7.83174141810088,869.009900554064,-37.1286314844934,139.860815850946,6.59935442542385
2.58409833988642,867.629224909843,-37.0353248740573,139.888190340986,6.53409140525903
3.41970850843956,865.447315857354,-37.0370431520462,139.896512328736,6.63502274728776
4.20145669609287,870.974974027929,-36.9928652063554,139.76783436395,6.51350838476949
19.2587347547953,874.846913230762,-36.9740350297356,139.966211116387,6.48993351733227
